Season,LactationStage,Parity,MilkYield,pH,EC,SCC,Stage
,Late,,,7.071,5.835,26.287,Clinical
,Late,,,7.054,5.893,28.664,Clinical
,Late,,,7.037,5.932,27.676,Clinical
,Late,,,7.038,5.735,25.402,Clinical
,Late,,,7.071,6.013,26.998,Clinical
,Late,,,7.069,6.007,27.277,Clinical
,Late,,,7.053,6.075,30.511,Clinical
,Late,,,7.067,6.165,28.321,Clinical
,Late,,,7.029,5.917,27.092,Clinical
,Late,,,7.028,5.887,27.177,Clinical
,Late,,,7.057,6.06,28.368,Clinical
,Late,,,7.04,5.889,25.667,Clinical
,Late,,,7.086,6.104,28.288,Clinical
,Late,,,7.031,6.241,28.092,Clinical
,Late,,,7.041,5.997,28.17,Clinical
,Late,,,7.069,6.245,29.869,Clinical
,Late,,,7.029,5.879,27.039,Clinical
,Late,,,7.091,5.967,28.818,Clinical
,Late,,,7.054,6.085,28.125,Clinical
,Late,,,7.033,6.005,28.24,Clinical
,Late,,,7.069,6.045,27.447,Clinical
,Late,,,7.019,5.964,27.666,Clinical
,Late,,,7.031,5.854,26.118,Clinical
,Late,,,7.02,5.788,24.967,Clinical
,Late,,,7.042,5.87,25.132,Clinical
,Late,,,7.09,6.257,28.783,Clinical
,Late,,,7.055,6.045,29.144,Clinical
,Late,,,7.034,6.045,27.317,Clinical
,Late,,,7.023,5.969,28.575,Clinical
,Late,,,7.102,6.024,28.755,Clinical
,Late,,,7.042,6.039,26.406,Clinical
,Late,,,7.025,5.808,26.317,Clinical
,Late,,,7.037,6.009,28.652,Clinical
,Late,,,7.062,6.2,29.442,Clinical
,Late,,,7.026,6.048,27.239,Clinical
,Late,,,7.068,6.216,29.622,Clinical
,Late,,,7.02,5.776,27.311,Clinical
,Late,,,7.047,5.977,28.224,Clinical
,Late,,,7.064,6.058,27.895,Clinical
,Late,,,7.044,6.053,28.513,Clinical
,Late,,,7.045,6.082,28.035,Clinical
,Late,,,7.033,5.838,25.513,Clinical
,Late,,,7.045,6.098,27.47,Clinical
,Late,,,7.054,5.92,26.875,Clinical
,Late,,,7.02,5.852,26.319,Clinical
,Late,,,7.061,6.042,26.791,Clinical
,Late,,,7.072,6.077,28.462,Clinical
,Late,,,7.05,5.922,27.34,Clinical
,Late,,,7.06,5.819,25.959,Clinical
,Late,,,7.045,5.991,28.735,Clinical
,Late,,,7.035,5.872,26.21,Clinical
,Late,,,7.034,5.887,27.571,Clinical
,Late,,,7.029,5.955,25.559,Clinical
,Late,,,7.039,5.905,28.61,Clinical
,Late,,,7.045,5.718,23.767,Clinical
,Late,,,7.051,6.05,28.351,Clinical
,Late,,,7.053,6.12,27.924,Clinical
,Late,,,7.068,5.861,25.914,Clinical
,Late,,,7.014,5.826,26.26,Clinical
,Late,,,7.052,5.995,26.703,Clinical
,Late,,,7.046,5.801,27.65,Clinical
,Late,,,7.044,5.905,28.551,Clinical
,Late,,,7.025,5.771,24.911,Clinical
,Late,,,7.049,6.023,28.52,Clinical
,Late,,,7.101,5.907,27.886,Clinical
,Late,,,7.039,5.877,26.158,Clinical
,Late,,,7.032,6.104,29.075,Clinical
,Late,,,7.05,6.131,27.022,Clinical
,Late,,,7.023,5.648,24.481,Clinical
,Late,,,7.053,6.002,27.823,Clinical
,Late,,,7.022,5.972,27.554,Clinical
,Late,,,7.065,5.821,26.834,Clinical
,,Primiparous,,6.609,4.174,1.262,Healthy
,,Primiparous,,6.685,4.206,1.252,Healthy
,,Primiparous,,6.588,4.299,1.276,Healthy
,,Primiparous,,6.747,4.295,1.271,Healthy
,,Primiparous,,6.634,4.318,1.258,Healthy
,,Primiparous,,6.719,4.282,1.165,Healthy
,,Primiparous,,6.646,4.137,1.213,Healthy
,,Primiparous,,6.609,4.298,1.285,Healthy
,,Primiparous,,6.669,4.331,1.379,Healthy
,,Primiparous,,6.679,4.207,1.135,Healthy
,,Primiparous,,6.639,4.183,1.241,Healthy
,,Primiparous,,6.659,4.324,1.271,Healthy
,,Primiparous,,6.677,4.387,1.368,Healthy
,,Primiparous,,6.676,4.22,1.217,Healthy
,,Primiparous,,6.629,4.18,1.282,Healthy
,,Primiparous,,6.667,4.141,1.332,Healthy
,,Primiparous,,6.699,4.167,1.204,Healthy
,,Primiparous,,6.687,4.446,1.305,Healthy
,,Primiparous,,6.739,4.467,1.353,Healthy
,,Primiparous,,6.663,4.167,1.216,Healthy
,,Primiparous,,6.678,4.34,1.393,Healthy
,,Primiparous,,6.635,4.053,1.165,Healthy
,,Primiparous,,6.698,4.32,1.292,Healthy
,,Primiparous,,6.687,4.429,1.394,Healthy
,,Primiparous,,6.658,4.212,1.241,Healthy
,,Primiparous,,6.778,4.358,1.34,Healthy
,,Primiparous,,6.651,4.355,1.455,Healthy
,,Primiparous,,6.707,4.314,1.313,Healthy
,,Primiparous,,6.537,4.212,1.247,Healthy
,,Primiparous,,6.706,4.238,1.246,Healthy
,,Primiparous,,6.655,4.352,1.3,Healthy
,,Primiparous,,6.805,4.441,1.304,Healthy
,,Primiparous,,6.672,4.212,1.109,Healthy
,,Primiparous,,6.776,4.438,1.419,Healthy
,,Primiparous,,6.69,4.16,1.197,Healthy
,,Primiparous,,6.731,4.23,1.103,Healthy
,,Primiparous,,6.666,4.254,1.284,Healthy
,,Primiparous,,6.724,4.382,1.365,Healthy
,,Primiparous,,6.752,4.207,1.293,Healthy
,,Primiparous,,6.718,4.2,1.154,Healthy
,,Primiparous,,6.635,4.175,1.28,Healthy
,,Primiparous,,6.643,4.164,1.185,Healthy
,,Primiparous,,6.747,4.346,1.32,Healthy
,,Primiparous,,6.673,4.395,1.3,Healthy
,,Primiparous,,6.759,4.376,1.338,Healthy
,,Primiparous,,6.83,4.326,1.308,Healthy
,,Primiparous,,6.606,4.298,1.402,Healthy
,,Primiparous,,6.78,4.491,1.399,Healthy
,,Primiparous,,6.658,4.103,1.329,Healthy
,,Primiparous,,6.708,4.261,1.371,Healthy
,,Primiparous,,6.622,4.262,1.263,Healthy
,,Primiparous,,6.718,4.311,1.215,Healthy
,,Primiparous,,6.685,4.382,1.342,Healthy
,,Primiparous,,6.727,4.227,1.266,Healthy
,,Primiparous,,6.643,4.314,1.306,Healthy
,,Primiparous,,6.721,4.422,1.414,Healthy
,,Primiparous,,6.696,4.202,1.251,Healthy
,,Primiparous,,6.648,4.217,1.229,Healthy
,,Primiparous,,6.621,4.04,1.114,Healthy
,,Primiparous,,6.692,4.165,1.232,Healthy
,,Primiparous,,6.794,4.486,1.519,Healthy
,,Primiparous,,6.703,4.412,1.314,Healthy
,,Primiparous,,6.641,3.986,1.21,Healthy
,,Primiparous,,6.772,4.317,1.303,Healthy
,,Primiparous,,6.635,4.272,1.355,Healthy
,,Primiparous,,6.575,4.217,1.227,Healthy
,,Primiparous,,6.687,4.33,1.304,Healthy
,,Primiparous,,6.674,4.254,1.34,Healthy
,,Primiparous,,6.705,4.325,1.233,Healthy
,,Primiparous,,6.657,4.342,1.322,Healthy
,,Primiparous,,6.72,4.483,1.469,Healthy
,,Primiparous,,6.686,4.238,1.1,Healthy
,,Primiparous,,6.67,4.24,1.294,Healthy
,,Primiparous,,6.671,4.241,1.151,Healthy
,,Primiparous,,6.624,4.27,1.392,Healthy
,,Primiparous,,6.674,4.305,1.365,Healthy
,,Primiparous,,6.631,4.267,1.229,Healthy
,,Primiparous,,6.732,4.344,1.349,Healthy
,,Primiparous,,6.633,4.301,1.433,Healthy
,,Primiparous,,6.62,4.19,1.251,Healthy
,,Primiparous,,6.727,4.273,1.105,Healthy
,,Primiparous,,6.762,4.43,1.263,Healthy
,,Primiparous,,6.644,4.392,1.44,Healthy
,,Primiparous,,6.736,4.318,1.322,Healthy
,,Primiparous,,6.672,4.378,1.283,Healthy
,,Primiparous,,6.632,4.328,1.307,Healthy
,,Primiparous,,6.763,4.297,1.304,Healthy
,,Primiparous,,6.625,4.227,1.159,Healthy
,,Primiparous,,6.651,4.117,1.247,Healthy
,,Primiparous,,6.723,4.16,1.32,Healthy
,,Primiparous,,6.83,4.429,1.342,Healthy
,,Primiparous,,6.849,4.32,1.331,Healthy
,,Primiparous,,6.691,4.416,1.386,Healthy
,,Primiparous,,6.65,4.162,1.202,Healthy
,,Primiparous,,6.62,4.226,1.218,Healthy
,,Primiparous,,6.59,4.311,1.263,Healthy
,,Primiparous,,6.604,4.191,1.239,Healthy
,,Primiparous,,6.575,4.21,1.173,Healthy
,,Primiparous,,6.783,4.428,1.353,Healthy
,,Primiparous,,6.635,4.227,1.298,Healthy
,,Primiparous,,6.849,4.78,3.319,Subclinical
,,Primiparous,,6.838,4.76,3.075,Subclinical
,,Primiparous,,6.869,4.828,3.33,Subclinical
,,Primiparous,,6.888,4.844,3.339,Subclinical
,,Primiparous,,6.867,4.829,3.441,Subclinical
,,Primiparous,,6.841,4.798,3.314,Subclinical
,,Primiparous,,6.861,4.724,3.184,Subclinical
,,Primiparous,,6.884,4.803,3.31,Subclinical
,,Primiparous,,6.841,4.727,3.01,Subclinical
,,Primiparous,,6.845,4.79,3.322,Subclinical
,,Primiparous,,6.847,4.788,3.423,Subclinical
,,Primiparous,,6.846,4.761,3.252,Subclinical
,,Primiparous,,6.862,4.865,3.401,Subclinical
,,Primiparous,,6.852,4.807,3.265,Subclinical
,,Primiparous,,6.85,4.728,3.059,Subclinical
,,Primiparous,,6.857,4.783,3.342,Subclinical
,,Primiparous,,6.85,4.748,3.256,Subclinical
,,Primiparous,,6.825,4.817,3.234,Subclinical
,,Primiparous,,6.846,4.741,3.3,Subclinical
,,Primiparous,,6.843,4.759,3.357,Subclinical
,,Primiparous,,6.851,4.813,3.275,Subclinical
,,Primiparous,,6.822,4.758,3.232,Subclinical
,,Primiparous,,6.863,4.803,3.377,Subclinical
,,Primiparous,,6.818,4.828,3.361,Subclinical
,,Primiparous,,6.864,4.773,3.337,Subclinical
,,Primiparous,,6.824,4.775,3.259,Subclinical
,,Primiparous,,6.851,4.82,3.264,Subclinical
,,Primiparous,,6.836,4.791,3.525,Subclinical
,,Primiparous,,6.847,4.812,3.354,Subclinical
,,Primiparous,,6.889,4.767,3.319,Subclinical
,,Primiparous,,6.817,4.641,3.094,Subclinical
,,Primiparous,,6.853,4.782,3.307,Subclinical
,,Primiparous,,6.912,4.861,3.526,Subclinical
,,Primiparous,,6.837,4.785,3.294,Subclinical
,,Primiparous,,6.842,4.857,3.549,Subclinical
,,Primiparous,,6.853,4.696,3.14,Subclinical
,,Primiparous,,6.904,4.851,3.563,Subclinical
,,Primiparous,,6.879,4.837,3.342,Subclinical
,,Primiparous,,6.801,4.755,3.171,Subclinical
,,Primiparous,,6.854,4.741,3.226,Subclinical
,,Primiparous,,6.851,4.802,3.245,Subclinical
,,Primiparous,,6.874,4.796,3.193,Subclinical
,,Primiparous,,6.848,4.789,3.342,Subclinical
,,Primiparous,,6.877,4.816,3.375,Subclinical
,,Primiparous,,6.828,4.796,3.347,Subclinical
,,Primiparous,,6.842,4.698,3.31,Subclinical
,,Primiparous,,6.825,4.733,3.257,Subclinical
,,Primiparous,,6.826,4.695,2.958,Subclinical
,,Primiparous,,6.864,4.786,3.608,Subclinical
,,Primiparous,,6.83,4.725,3.158,Subclinical
,,Primiparous,,6.855,4.776,3.368,Subclinical
,,Primiparous,,6.83,4.706,3.009,Subclinical
,,Primiparous,,6.806,4.709,3.146,Subclinical
,,Primiparous,,6.837,4.826,3.501,Subclinical
,,Primiparous,,6.843,4.705,3.131,Subclinical
,,Primiparous,,6.838,4.746,3.185,Subclinical
,,Primiparous,,6.837,4.756,3.207,Subclinical
,,Primiparous,,6.854,4.811,3.28,Subclinical
,,Primiparous,,6.875,4.782,3.175,Subclinical
,,Primiparous,,6.858,4.765,3.323,Subclinical
,,Primiparous,,6.802,4.786,3.364,Subclinical
,,Primiparous,,6.82,4.688,3.304,Subclinical
,,Primiparous,,6.835,4.735,3.016,Subclinical
,,Primiparous,,6.843,4.771,3.363,Subclinical
,,Primiparous,,6.822,4.689,3.191,Subclinical
,,Primiparous,,6.87,4.75,3.375,Subclinical
,,Primiparous,,6.851,4.837,3.403,Subclinical
,,Primiparous,,6.8,4.717,3.285,Subclinical
,,Primiparous,,6.832,4.75,3.238,Subclinical
,,Primiparous,,6.792,4.785,3.208,Subclinical
,,Primiparous,,6.86,4.8,3.47,Subclinical
,,Primiparous,,6.858,4.791,3.25,Subclinical
,,Primiparous,,6.866,4.731,3.302,Subclinical
,,Primiparous,,6.828,4.814,3.375,Subclinical
,,Primiparous,,6.863,4.81,3.204,Subclinical
,,Primiparous,,6.833,4.796,3.347,Subclinical
,,Primiparous,,6.874,4.838,3.33,Subclinical
,,Primiparous,,6.834,4.773,3.075,Subclinical
,,Primiparous,,6.883,4.853,3.567,Subclinical
,,Primiparous,,6.818,4.801,3.546,Subclinical
,,Primiparous,,6.824,4.788,3.314,Subclinical
,,Primiparous,,6.819,4.77,3.362,Subclinical
,,Primiparous,,6.838,4.824,3.222,Subclinical
,,Primiparous,,6.82,4.756,3.262,Subclinical
,,Primiparous,,6.836,4.806,3.399,Subclinical
,,Primiparous,,6.867,4.807,3.424,Subclinical
,,Primiparous,,6.841,4.866,3.374,Subclinical
,,Primiparous,,6.892,4.847,3.314,Subclinical
,,Primiparous,,6.877,4.831,3.493,Subclinical
,,Primiparous,,6.874,4.837,3.363,Subclinical
,,Primiparous,,6.87,4.816,3.447,Subclinical
,,Primiparous,,6.807,4.752,3.186,Subclinical
,,Primiparous,,6.883,4.86,3.485,Subclinical
,,Primiparous,,6.86,4.76,3.44,Subclinical
,,Primiparous,,6.89,4.859,3.615,Subclinical
,,Primiparous,,6.839,4.741,3.247,Subclinical
,,Primiparous,,6.859,4.785,3.376,Subclinical
,,Primiparous,,6.856,4.756,3.325,Subclinical
,,Primiparous,,6.867,4.82,3.498,Subclinical
,,Primiparous,,6.826,4.778,3.187,Subclinical
,,Primiparous,,6.924,5.102,8.845,Clinical
,,Primiparous,,6.953,5.199,10.729,Clinical
,,Primiparous,,6.964,5.042,10.268,Clinical
,,Primiparous,,6.938,5.196,10.387,Clinical
,,Primiparous,,6.99,5.425,11.54,Clinical
,,Primiparous,,6.937,5.48,11.482,Clinical
,,Primiparous,,6.973,5.381,11.132,Clinical
,,Primiparous,,7.0,5.619,11.851,Clinical
,,Primiparous,,6.964,5.26,11.207,Clinical
,,Primiparous,,6.905,4.9,8.174,Clinical
,,Primiparous,,6.898,5.087,9.867,Clinical
,,Primiparous,,6.935,5.018,9.272,Clinical
,,Primiparous,,7.023,5.122,10.474,Clinical
,,Primiparous,,7.021,5.456,12.309,Clinical
,,Primiparous,,7.09,5.398,11.287,Clinical
,,Primiparous,,6.959,5.237,11.458,Clinical
,,Primiparous,,6.913,5.054,10.425,Clinical
,,Primiparous,,7.031,5.304,11.346,Clinical
,,Primiparous,,6.997,5.488,11.522,Clinical
,,Primiparous,,7.031,5.688,12.897,Clinical
,,Primiparous,,6.982,5.366,10.596,Clinical
,,Primiparous,,7.099,5.481,11.381,Clinical
,,Primiparous,,6.938,5.344,11.39,Clinical
,,Primiparous,,6.955,5.304,9.376,Clinical
,,Primiparous,,6.989,5.342,12.121,Clinical
,,Primiparous,,6.941,5.046,8.656,Clinical
,,Primiparous,,6.913,5.335,11.842,Clinical
,,Primiparous,,6.996,5.451,11.397,Clinical
,,Primiparous,,6.975,5.22,9.961,Clinical
,,Primiparous,,6.903,5.182,9.882,Clinical
,,Primiparous,,7.017,5.341,10.695,Clinical
,,Primiparous,,6.936,5.21,10.677,Clinical
,,Primiparous,,6.923,5.191,10.171,Clinical
,,Primiparous,,6.944,5.138,9.962,Clinical
,,Primiparous,,6.923,5.225,9.445,Clinical
,,Primiparous,,7.033,5.652,11.595,Clinical
,,Primiparous,,7.007,5.219,11.066,Clinical
,,Primiparous,,6.917,5.231,9.48,Clinical
,,Primiparous,,6.97,5.122,10.392,Clinical
,,Primiparous,,6.938,5.274,10.124,Clinical
,,Primiparous,,6.974,5.28,9.879,Clinical
,,Primiparous,,6.991,5.482,10.815,Clinical
,,Primiparous,,7.039,5.554,11.189,Clinical
,,Primiparous,,6.907,5.194,9.548,Clinical
,,Primiparous,,7.073,5.422,10.654,Clinical
,,Primiparous,,6.923,5.319,10.123,Clinical
,,Primiparous,,6.982,5.395,10.637,Clinical
,,Primiparous,,6.978,5.264,10.945,Clinical
,,Primiparous,,7.01,5.289,10.621,Clinical
,,Primiparous,,6.961,5.052,9.618,Clinical
,,Primiparous,,7.075,5.307,10.153,Clinical
,,Primiparous,,6.936,5.294,10.83,Clinical
,,Primiparous,,6.972,5.14,9.908,Clinical
,,Primiparous,,6.902,5.165,10.517,Clinical
,,Primiparous,,6.917,4.976,10.233,Clinical
,,Primiparous,,6.949,5.367,10.712,Clinical
,,Primiparous,,6.972,5.313,9.932,Clinical
,,Primiparous,,6.987,5.232,9.243,Clinical
,,Primiparous,,6.997,5.263,10.312,Clinical
,,Primiparous,,6.919,5.378,11.521,Clinical
,,Primiparous,,7.028,5.307,9.333,Clinical
,,Primiparous,,7.078,5.416,10.677,Clinical
,,Primiparous,,7.001,5.452,11.285,Clinical
,,Primiparous,,7.044,5.509,10.79,Clinical
,,Primiparous,,6.946,5.339,8.578,Clinical
,,Primiparous,,6.973,5.076,9.168,Clinical
,,Primiparous,,6.965,5.201,9.668,Clinical
,,Primiparous,,6.925,5.476,12.753,Clinical
,,Primiparous,,6.922,5.38,10.538,Clinical
,,Primiparous,,6.986,5.272,9.944,Clinical
,,Primiparous,,7.029,5.364,10.573,Clinical
,,Primiparous,,6.915,5.053,8.061,Clinical
,,Primiparous,,6.981,5.118,9.541,Clinical
,,Primiparous,,7.049,5.531,11.716,Clinical
,,Primiparous,,6.976,5.503,11.904,Clinical
,,Primiparous,,6.964,5.062,9.774,Clinical
,,Primiparous,,7.021,5.255,10.665,Clinical
,,Primiparous,,6.962,5.218,8.226,Clinical
,,Primiparous,,6.969,5.376,10.413,Clinical
,,Primiparous,,6.983,5.178,10.305,Clinical
,,Primiparous,,6.969,5.133,10.841,Clinical
,,Primiparous,,7.026,5.266,10.886,Clinical
,,Primiparous,,7.007,5.394,9.724,Clinical
,,Primiparous,,7.03,5.277,10.271,Clinical
,,Primiparous,,7.112,5.517,11.473,Clinical
,,Primiparous,,6.87,5.273,9.227,Clinical
,,Primiparous,,6.93,5.149,10.914,Clinical
,,Primiparous,,7.019,5.311,10.929,Clinical
,,Primiparous,,6.95,5.24,10.315,Clinical
,,Primiparous,,7.028,5.47,11.816,Clinical
,,Primiparous,,6.962,5.336,10.641,Clinical
,,Primiparous,,6.926,5.133,9.796,Clinical
,,Primiparous,,7.026,5.318,9.787,Clinical
,,Primiparous,,6.983,5.289,10.676,Clinical
,,Primiparous,,7.026,5.473,10.973,Clinical
,,Primiparous,,6.949,5.089,10.11,Clinical
,,Primiparous,,7.052,5.344,10.705,Clinical
,,Primiparous,,7.053,5.45,11.721,Clinical
,,Primiparous,,6.92,5.263,9.584,Clinical
,,Primiparous,,6.923,5.136,9.281,Clinical
,,2nd,,6.556,4.229,1.281,Healthy
,,2nd,,6.583,4.246,1.313,Healthy
,,2nd,,6.544,4.328,1.309,Healthy
,,2nd,,6.561,4.301,1.388,Healthy
,,2nd,,6.535,4.302,1.369,Healthy
,,2nd,,6.574,4.451,1.429,Healthy
,,2nd,,6.579,4.335,1.436,Healthy
,,2nd,,6.56,4.29,1.382,Healthy
,,2nd,,6.55,4.222,1.152,Healthy
,,2nd,,6.572,4.401,1.42,Healthy
,,2nd,,6.586,4.282,1.243,Healthy
,,2nd,,6.554,4.295,1.287,Healthy
,,2nd,,6.574,4.309,1.316,Healthy
,,2nd,,6.559,4.261,1.233,Healthy
,,2nd,,6.557,4.297,1.286,Healthy
,,2nd,,6.562,4.29,1.38,Healthy
,,2nd,,6.537,4.236,1.428,Healthy
,,2nd,,6.539,4.208,1.231,Healthy
,,2nd,,6.518,4.232,1.365,Healthy
,,2nd,,6.529,4.16,0.991,Healthy
,,2nd,,6.578,4.396,1.367,Healthy
,,2nd,,6.574,4.403,1.558,Healthy
,,2nd,,6.555,4.185,1.085,Healthy
,,2nd,,6.551,4.283,1.25,Healthy
,,2nd,,6.582,4.41,1.413,Healthy
,,2nd,,6.582,4.363,1.376,Healthy
,,2nd,,6.578,4.342,1.511,Healthy
,,2nd,,6.531,4.238,1.194,Healthy
,,2nd,,6.569,4.389,1.394,Healthy
,,2nd,,6.532,4.308,1.347,Healthy
,,2nd,,6.521,4.249,1.084,Healthy
,,2nd,,6.547,4.243,1.281,Healthy
,,2nd,,6.562,4.248,1.299,Healthy
,,2nd,,6.531,4.282,1.189,Healthy
,,2nd,,6.553,4.324,1.356,Healthy
,,2nd,,6.587,4.348,1.38,Healthy
,,2nd,,6.551,4.305,1.326,Healthy
,,2nd,,6.558,4.215,1.214,Healthy
,,2nd,,6.567,4.287,1.172,Healthy
,,2nd,,6.59,4.382,1.378,Healthy
,,2nd,,6.537,4.232,1.304,Healthy
,,2nd,,6.563,4.286,1.314,Healthy
,,2nd,,6.544,4.361,1.462,Healthy
,,2nd,,6.551,4.263,1.031,Healthy
,,2nd,,6.53,4.195,1.164,Healthy
,,2nd,,6.553,4.231,1.182,Healthy
,,2nd,,6.57,4.353,1.202,Healthy
,,2nd,,6.557,4.235,1.284,Healthy
,,2nd,,6.576,4.289,1.22,Healthy
,,2nd,,6.551,4.18,1.171,Healthy
,,2nd,,6.555,4.351,1.257,Healthy
,,2nd,,6.548,4.214,1.101,Healthy
,,2nd,,6.536,4.324,1.25,Healthy
,,2nd,,6.562,4.294,1.181,Healthy
,,2nd,,6.557,4.335,1.231,Healthy
,,2nd,,6.576,4.292,1.247,Healthy
,,2nd,,6.571,4.293,1.287,Healthy
,,2nd,,6.554,4.307,1.102,Healthy
,,2nd,,6.523,4.284,1.338,Healthy
,,2nd,,6.542,4.269,1.268,Healthy
,,2nd,,6.574,4.228,1.139,Healthy
,,2nd,,6.553,4.335,1.528,Healthy
,,2nd,,6.555,4.231,1.238,Healthy
,,2nd,,6.586,4.357,1.293,Healthy
,,2nd,,6.579,4.374,1.3,Healthy
,,2nd,,6.568,4.373,1.472,Healthy
,,2nd,,6.559,4.29,1.374,Healthy
,,2nd,,6.536,4.294,1.161,Healthy
,,2nd,,6.581,4.33,1.435,Healthy
,,2nd,,6.57,4.263,1.364,Healthy
,,2nd,,6.591,4.404,1.362,Healthy
,,2nd,,6.554,4.308,1.238,Healthy
,,2nd,,6.594,4.371,1.168,Healthy
,,2nd,,6.567,4.303,1.288,Healthy
,,2nd,,6.553,4.34,1.422,Healthy
,,2nd,,6.566,4.302,1.289,Healthy
,,2nd,,6.56,4.27,1.299,Healthy
,,2nd,,6.569,4.403,1.514,Healthy
,,2nd,,6.546,4.33,1.242,Healthy
,,2nd,,6.574,4.306,1.218,Healthy
,,2nd,,6.566,4.182,1.012,Healthy
,,2nd,,6.556,4.309,1.267,Healthy
,,2nd,,6.528,4.218,1.211,Healthy
,,2nd,,6.572,4.328,1.418,Healthy
,,2nd,,6.568,4.284,1.251,Healthy
,,2nd,,6.532,4.26,1.32,Healthy
,,2nd,,6.574,4.403,1.391,Healthy
,,2nd,,6.587,4.343,1.468,Healthy
,,2nd,,6.56,4.345,1.46,Healthy
,,2nd,,6.556,4.315,1.408,Healthy
,,2nd,,6.557,4.238,1.387,Healthy
,,2nd,,6.551,4.303,1.381,Healthy
,,2nd,,6.548,4.239,1.233,Healthy
,,2nd,,6.524,4.239,1.221,Healthy
,,2nd,,6.555,4.223,1.324,Healthy
,,2nd,,6.562,4.386,1.369,Healthy
,,2nd,,6.542,4.296,1.259,Healthy
,,2nd,,6.536,4.348,1.285,Healthy
,,2nd,,6.523,4.32,1.256,Healthy
,,2nd,,6.548,4.201,1.307,Healthy
,,2nd,,6.696,4.707,3.51,Subclinical
,,2nd,,6.781,4.787,3.281,Subclinical
,,2nd,,6.72,4.743,3.335,Subclinical
,,2nd,,6.77,4.839,3.689,Subclinical
,,2nd,,6.699,4.892,3.705,Subclinical
,,2nd,,6.76,4.863,3.898,Subclinical
,,2nd,,6.688,4.675,3.038,Subclinical
,,2nd,,6.77,4.811,3.525,Subclinical
,,2nd,,6.727,4.561,3.28,Subclinical
,,2nd,,6.833,4.796,3.588,Subclinical
,,2nd,,6.682,4.726,3.357,Subclinical
,,2nd,,6.722,4.665,3.297,Subclinical
,,2nd,,6.779,4.679,3.327,Subclinical
,,2nd,,6.758,4.674,3.606,Subclinical
,,2nd,,6.717,4.668,3.222,Subclinical
,,2nd,,6.85,4.912,3.544,Subclinical
,,2nd,,6.815,4.845,3.615,Subclinical
,,2nd,,6.743,4.688,3.426,Subclinical
,,2nd,,6.733,4.896,3.451,Subclinical
,,2nd,,6.837,4.841,3.622,Subclinical
,,2nd,,6.802,4.76,3.594,Subclinical
,,2nd,,6.625,4.566,3.088,Subclinical
,,2nd,,6.697,4.686,3.417,Subclinical
,,2nd,,6.795,4.827,3.468,Subclinical
,,2nd,,6.778,4.8,3.643,Subclinical
,,2nd,,6.799,4.813,3.422,Subclinical
,,2nd,,6.727,4.689,3.336,Subclinical
,,2nd,,6.773,4.845,3.563,Subclinical
,,2nd,,6.761,4.783,3.427,Subclinical
,,2nd,,6.714,4.572,3.148,Subclinical
,,2nd,,6.784,4.735,3.415,Subclinical
,,2nd,,6.783,4.839,3.423,Subclinical
,,2nd,,6.81,4.918,3.515,Subclinical
,,2nd,,6.719,4.828,3.516,Subclinical
,,2nd,,6.649,4.534,3.146,Subclinical
,,2nd,,6.702,4.674,3.358,Subclinical
,,2nd,,6.833,4.822,3.701,Subclinical
,,2nd,,6.831,4.967,3.764,Subclinical
,,2nd,,6.662,4.706,3.518,Subclinical
,,2nd,,6.756,4.914,3.758,Subclinical
,,2nd,,6.788,4.892,3.672,Subclinical
,,2nd,,6.635,4.596,3.404,Subclinical
,,2nd,,6.72,4.709,3.261,Subclinical
,,2nd,,6.849,5.007,3.66,Subclinical
,,2nd,,6.767,4.72,3.505,Subclinical
,,2nd,,6.785,4.866,3.641,Subclinical
,,2nd,,6.907,4.837,3.371,Subclinical
,,2nd,,6.74,4.616,3.101,Subclinical
,,2nd,,6.71,4.639,3.19,Subclinical
,,2nd,,6.786,4.754,3.445,Subclinical
,,2nd,,6.805,4.752,3.436,Subclinical
,,2nd,,6.778,4.624,3.003,Subclinical
,,2nd,,6.777,4.83,3.826,Subclinical
,,2nd,,6.768,4.848,3.546,Subclinical
,,2nd,,6.775,4.927,3.386,Subclinical
,,2nd,,6.781,4.973,3.757,Subclinical
,,2nd,,6.843,4.803,3.536,Subclinical
,,2nd,,6.762,4.583,3.111,Subclinical
,,2nd,,6.705,4.782,3.594,Subclinical
,,2nd,,6.776,4.857,3.563,Subclinical
,,2nd,,6.82,4.834,3.577,Subclinical
,,2nd,,6.747,4.814,3.472,Subclinical
,,2nd,,6.809,4.725,3.297,Subclinical
,,2nd,,6.794,4.799,3.462,Subclinical
,,2nd,,6.805,4.765,3.46,Subclinical
,,2nd,,6.83,4.975,3.941,Subclinical
,,2nd,,6.746,4.86,3.455,Subclinical
,,2nd,,6.715,4.522,3.403,Subclinical
,,2nd,,6.717,4.714,3.284,Subclinical
,,2nd,,6.795,4.775,3.323,Subclinical
,,2nd,,6.782,4.671,3.262,Subclinical
,,2nd,,6.655,4.538,3.208,Subclinical
,,2nd,,6.662,4.541,3.189,Subclinical
,,2nd,,6.733,4.911,3.876,Subclinical
,,2nd,,6.717,4.772,3.569,Subclinical
,,2nd,,6.73,4.611,3.288,Subclinical
,,2nd,,6.751,4.724,3.483,Subclinical
,,2nd,,6.722,4.633,3.326,Subclinical
,,2nd,,6.779,4.69,3.515,Subclinical
,,2nd,,6.671,4.628,3.258,Subclinical
